Date,Thailand,India,Indonesia,Malaysia,Philippines,Taiwan,South Korea,Brazil,Mexico,Chile,Peru,Poland,Turkey,South Africa,Qatar,UAE,China,HK,Emerging World,Vix,Oil,Dollar Index,EUR,GBP,CNY,Market_Regime
2014-05-05,-0.00484683163096622,-0.0056546243420955156,-0.0014451564838894315,-0.0012627462157198677,0.0019433490831759492,-0.0020316984651871373,-0.002073665310992401,-0.007424982125301627,0.0,-0.009677016193826105,-0.00523302329581421,-0.009651041863906529,0.0007409102658879618,-0.014752860921680822,0.023472278429785387,0.026181102362204722,-0.009066783675570345,-0.012188779153308849,-0.0015203595980961548,0.029434546862896926,-0.00787260524412603,-0.00037728255948488165,0.0004325883201155012,-0.00011857473172460775,0.001877346683354153,0
2014-05-06,-0.011583986709844618,0.0026540810244453095,-0.0018064694402708525,-0.0018965141396326546,-0.004987490920829618,0.0006786115557855243,0.003036486700102037,0.011844750618687394,0.011615079556183128,-0.0078184626294312,-0.0026302759431923173,-0.004703411517622325,0.0061071616012216,0.005989726252936256,-0.011071569790431002,-0.007097640514099557,0.0002299144207433823,-0.0014784406467062139,-0.005428666004634319,0.038374717832957206,-0.005881220273829757,-0.004944266914928441,0.0037474776592678616,0.006700266824784862,0.0031230480949406836,1
2014-05-07,-0.0014649685145333713,-0.007937427794830754,0.0065192116044732185,0.001900117739793039,0.014483232218365005,0.004747059481077454,-0.005259440416170547,0.010269772719056602,0.011481718482566627,0.009848576620230087,0.0014657017900998603,0.005739330372051654,0.009934213431056271,0.009675761606167566,0.0019992003198718855,-0.00038639876352386526,-0.003201035228414084,-0.004450826411811715,0.0022631964321373488,-0.02898550724637672,0.010517390313103503,0.0013781244863639852,-0.0011487650775416913,-0.001413594062904866,-0.001245330012453305,1
2014-05-08,-0.027739899348895425,-0.003429510371442346,-0.0032384933786215875,0.003793028279265309,0.006865067837850125,0.0033722643617917214,0.0052872483840116224,-0.008944595531968691,-0.0030274738324909123,0.011054064752948012,0.006142741362261672,-0.010070259675765247,0.007103326111807418,0.013563003506648519,0.005586592178770999,0.0011596443757249109,-0.00550663614778879,-0.0134061895898544,0.012884372717008707,0.002238805970149249,-0.0011735097613085888,0.002007525062498461,-0.005103507763082105,-0.001238645747316247,0.0012468827930174342,1
2014-05-09,-0.004253208622456595,0.03441690554164745,0.009384894493229323,0.0012595651933573482,0.007090884547482634,-0.01076039818647756,-0.0019126540331212416,-0.004307824770686808,0.0,-0.0021435337062766235,0.006397205458740229,-0.009154540759078733,-0.0018087252908030038,-0.004799901059347245,-0.0023809523809523725,-0.0034749034749035346,-0.0013848185243631184,0.00956341334692179,-0.00537669661005824,-0.03797468354430378,-0.0022240783752854876,0.006829551038923576,-0.005852178310815859,-0.004842615012106699,0.0,1
2014-05-12,0.0055107324774918975,0.03548723198128223,0.01502109992995182,0.00817588857209306,0.010018712810916819,0.0027199836601714544,0.01357213399019308,0.014832987671953068,0.010324229552723052,0.013962899035517617,0.020514999002742895,0.013004871209533642,0.008879618593563787,0.012861112837115218,0.012728719172633296,-0.011623401782254739,0.02240712074303408,0.02342818171712535,0.008767881864328642,-0.05340557275541791,0.004956871983888833,-2.5030349298460486e-05,-0.0002180232558138817,0.0010681858643404318,-0.0018679950186799577,0
2014-05-13,-0.0005479362431203283,0.006069015188425286,-0.000703582886440679,-0.000623889491373486,-0.003754879000780642,-0.001356302708879209,0.010869519036174502,-0.00324895755739929,0.006310097786412561,0.013559547285452167,-0.02123463433330197,-0.005068921360742107,0.0023340725095108983,0.004906715293107267,0.0011783189316574294,0.017248137985103495,0.004294047634068043,0.002436554183974371,0.001699124297477539,-0.00817661488143906,0.006198649077263196,0.0030287480757433816,-0.0038525841389837057,-0.00254905447862952,0.0012476606363069909,0
2014-05-14,0.014256490584123371,-0.004965591782734924,0.026091321308979287,0.0056175322584905985,0.007535450572929259,-0.0006790723821510358,0.0060775199011458,0.011813792133514411,-0.0013432993765101209,-0.006062394067184007,0.00896753999476152,0.0010195437318867295,-0.0016118884738826056,0.013928330095002828,0.0,0.0019267822736031004,0.009673690910918298,0.0,-0.0006524008350730082,0.0032976092333056872,0.005877472065531242,-0.0008734387282730571,0.0008026853473437345,-0.0035659099013432005,0.0,0
2014-05-15,-0.005000772186532498,-0.003925289018360423,-0.009964312331123715,-0.008069318491417898,-0.015222609930989894,-0.0013565785346960624,-0.005421129733914731,-0.013688605683667032,-0.014055495364573733,-0.00778135385080958,-0.006022037108907807,-0.008142103762827979,-0.025305389240662834,-0.02096000149484445,-0.004315417810906275,-0.011192307692307835,-0.0031210856815788723,0.0,-0.01449275362318847,0.08216926869350849,-0.0015766649563260238,-0.000874202290410131,-0.0002916514764854661,0.0013718239293809553,0.0,0
2014-05-16,0.019559216843675564,0.04511512464903178,0.026380193134185603,0.01063832917903862,0.015729065206517845,0.010882325816735205,0.012615107606447795,0.0057117040193317425,0.011677551311366718,0.004663194200042131,0.0017324838129122444,0.0006855753743719717,0.0016564068737612292,0.004339850708287463,-0.0015760441292355098,-0.0046287292387879875,0.007601430416955379,0.011175049417966099,0.00178855325914129,-0.05542900531511008,0.004551672885137137,0.0004999812507033852,-0.0011669462475385473,0.0016081958425160359,-0.0006230529595017131,0
2014-05-19,-0.0005328255774453838,-0.0006877276192087667,-0.011838181365849576,0.008668584606783547,0.0010677862872396915,-0.000673131689708506,0.0035368961316752934,-0.008520272395938444,-0.0007490652944284193,-0.0027421147173128935,-0.0017294875038073032,0.002731447547531296,0.001102989837787005,0.008065767678442137,-0.017363851617995252,-0.05041031652989447,-0.0031072379029345454,-0.0004807539148138362,0.0017192356014019694,-0.001607717041800627,-0.0031439990533331796,-0.0006246642429694749,0.0010222709017890796,-0.00011893434823984084,-0.0006234413965086061,0
2014-05-20,-0.024126336752509858,-0.0013696215233987008,-0.043803520106721394,-0.012276715906324287,0.005069163795089704,-0.0033654581612359014,-0.00996154540356653,-0.021489270606296795,-0.0036005953620772413,-0.020519955974302784,-0.004902670610868909,-0.004430613901088565,-0.011752262310494754,-0.011573509220791256,-0.02008032128514059,-0.0366255144032922,-0.004227003114851913,-0.0014400579500181143,-0.0002640438312759841,0.04347826086956541,0.003061220383723917,0.0006000525045941618,-0.00043766868480554777,0.0014273819436183555,0.0,0
2014-05-21,0.01761987795261377,0.003432144700035167,0.005724133686219046,0.006214653488496591,-0.013003103950130823,0.002027579035971616,0.006191541149603186,0.004600679694137577,0.001957597011561507,0.008638947387296092,0.002317894561783218,0.01061486500660802,0.028243548578903654,0.011130512543944926,0.006147540983606703,0.03032891926527137,0.011397504612037812,0.008182736167693827,0.005744470122152512,-0.08101851851851871,0.0077684555801396105,0.0006746542397020328,-0.0011676275268189817,0.0038009264758283035,0.0006238303181533844,0
2014-05-22,-0.010871680291559604,0.006157406311003033,0.021355229158166678,0.0,0.00483862128001622,0.012135916333332553,0.003999944675730838,0.003956591664799003,0.005860230301726332,0.005139763239038864,0.00809905528305177,0.025066350359552292,0.02728464311185652,0.008291880914632177,0.02240325865580428,0.007877280265339959,0.01104697431763535,0.0009555386705348834,0.0013786764705883137,0.010075566750629594,-0.0016518672967239523,0.0019851426431112262,-0.0022649229195587095,-0.0018341024730801347,0.0,0
2014-05-23,-0.00013655068344764487,0.009182949505546434,-0.010106490990376082,-0.004324066830360018,-0.001337589378241577,0.0013328093228304194,-0.0029108612457326988,-0.008088383951837641,-0.0004483268226914694,0.0014896305598299797,0.0065964078508826685,-0.0029738658520356287,-0.0021093483692813386,0.001417555236848278,-0.0011952191235060639,0.0008227067050596837,0.0010922204210641606,0.004292943815055628,0.005048187241854185,-0.0556940980881131,0.0024818295133504087,0.001732000897151753,-0.001611013473930889,-0.0022523857506964173,-0.0006234413965086061,0
2014-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011676451402478971,0.0,0.0,0.0,0.0008801525597770254,0.0005940711697260959,0.0,0
2014-05-27,-0.0024420448364063096,-0.024259487555392756,-0.0017587812957139404,-0.002480653624516105,-0.008574638627225739,0.007983774045786651,-0.009835739421295675,-0.015680224205408377,0.0011953538993285662,-0.008720411138735895,-0.0068393231701552315,0.00033077034672857053,-0.01110649733227842,-0.023927337938363213,0.037495013960909596,0.04027949034114253,-0.00480296467261021,0.0,0.0015474885550326167,0.013204225352112742,-0.004217813143718385,-0.0005099946512754361,-0.0008793785724755532,-0.0019592709137326025,-0.0018714909544603753,0
2014-05-28,0.004081585297939672,0.002031763810018239,-0.0021156035870931733,-0.0031097467652296817,0.00027019299124653173,0.0046217247667372785,0.011330179859628808,0.012107843207744384,-0.0016419191346728201,0.012231647085605646,-0.0022946163977608514,-0.00530217772157171,0.010161670868345407,0.0005805249817123492,-0.005767012687427964,-0.027657052548399674,0.006800290711917567,0.0,0.001094444086783053,0.01476976542137276,-0.001565483471766882,0.0027255077658303595,-0.003153880005867693,-0.0058893515764425475,-0.0006250000000000977,0
2014-05-29,0.002438071820280552,-0.010298387426561528,0.005654695591700287,0.006861806521894165,-0.013778742866733973,0.0006572089563376959,0.005064915354792365,-0.0031484562476823408,0.0032892389336895977,0.005935339028129594,-0.0011499468858614526,0.00899584762171357,0.021703188969584897,0.007828289805052346,0.021268368136117655,0.038602194229987674,-0.0008719226705976579,0.005703275088541071,0.0,-0.009417808219178037,9.229888665540642e-05,-0.00095567884226333,0.0008093591347215767,0.0003590449404584639,0.00250156347717323,1
2014-05-30,-0.00702785321388566,-0.008704574722300684,-0.03689629358586577,-0.0074346806729380654,-0.012330544756393946,-0.007881327796836923,-0.013131794289605092,-0.02126361668194099,-0.013114898973569766,-0.012222505195585431,0.006334570648274029,-0.009245103620878381,-0.010189668778191718,-0.026898879318797864,0.028019689511548762,0.008998435054773157,0.0,0.0028326192475764955,0.0007717041800643365,-0.014693171996542742,-0.004610803944827491,-0.0015529107759586491,0.0021320394059696213,0.002093677095172497,-0.0012476606363069909,1
2014-06-02,0.030764373133236766,0.023182143427789237,-0.001822947528389962,-0.004369952807249389,0.0066582126481808945,0.003971968282451055,0.0006190055571397846,-0.010540234337456433,0.004530925285053167,-0.002987647906284696,-0.0014313123954732276,-0.003999159913891326,-0.008724866567707545,-0.004434794009073317,-0.024272559852670295,0.017836370686312497,0.007850093255373558,0.00565207517174815,0.002056290965171348,0.015789473684210575,-0.004076428806093824,0.0034217173288209057,-0.002494314430342648,-0.00035816618911166387,0.0,1
2014-06-03,0.018093299983219957,0.006521414410255,0.015717154081187124,0.00438913311181266,0.01598313960641251,0.0032968784719875632,0.001854477715683922,0.006304969799724391,0.0034570628446191076,0.007276330802607367,-0.003999547899531164,0.00434908669179479,-0.000704132790055767,-0.005493907509065754,-0.021558265071156435,-0.006540952380952425,0.009520721867253501,0.00468312016056438,-0.0037193792484288,0.025043177892918767,-0.00037210128129938624,-0.001116016070631276,0.0022799146870633447,0.00017914725904688567,-0.0012492192379762734,0
