Date,US Tech Equities,US Equities,Japan Equities,Euro Equities,UK Equities,EM Equities,US 2Y Bond,US 10Y Bond,Germany 10Y Bond,UK 10Y Bond,Japan 10Y Bond,Australia 10Y Bond,Canada 10Y Bond,BCOM Gold,Oil Brent,Copper,FX AUD/USD,FX CAD/USD,FX CHF/USD,FX EUR/USD,FX GBP/USD,FX JPY/USD,FundReturn
2004-12-31,0.0003066204661092975,-0.0008237642856043781,0.0,0.0,-0.0031170940817782933,0.0,0.0006714533558120905,0.002378146125974423,0.0,0.0031487762307764733,0.0,0.001506383050882576,0.003396419587322841,0.0,-0.004902582593605542,0.004815798112563829,0.008431679044238916,0.006450280701532307,-0.003271896469312363,-0.0027126783994031456,-0.000639733494091077,0.005507885513110322,0.0018414740518111206
2005-01-03,-0.007983516711454919,-0.006179244341814716,0.0,0.008479883610857497,0.0,0.0,-0.00044682513146532266,-0.0005582550889070559,0.0029520230810395898,0.0,0.0,0.0,0.0,-0.019844825036749558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025976668051306273
2005-01-04,-0.02042608554236469,-0.012642493855801074,0.005225751161457071,-0.0030273753551344207,0.007712376744655858,-0.01107527902093186,-0.001789630400753195,-0.004188770591339708,-0.0007568573889289443,0.0006275167741318644,0.0031086111122491378,-0.010098938746023078,-0.0034738076365321557,-0.0011625275656584888,0.01059390701175067,-0.07524027024455215,-0.019534594364615354,-0.02086659450417372,-0.025481815766140947,-0.022042647622371292,-0.018943520535238068,-0.018109554297732644,-0.004647750567998821
2005-01-05,-0.010743813413401915,-0.006507094951825221,-0.009531806876746818,0.0006743936446484966,-0.005688556094194386,-0.014441592032686246,-0.00014953104762982505,0.0,0.0004207948088430502,-0.001434078491765245,-0.00043246824557652275,-0.0015009322029067018,0.0015193613184167898,-0.004427484759235156,-0.017796158702767073,0.02020929586450282,-0.002256632241394829,-0.0006310293003122247,-0.0009740933403596941,-0.001206282915601986,0.0024186672110870777,0.004751329584770536,-0.0028883901113608834
2005-01-06,-0.0015967087660748724,0.004225682323957924,0.004374923147614895,0.0050575362077696084,0.001664172662649177,-0.013244106484896379,0.0005974467014653317,0.0007010650324805745,0.001093606319130025,0.0022442521735257515,-0.00036047046389475756,0.0022554963448109255,0.0005355751851792157,-0.01334003632107128,0.04914373151354945,-0.005416200187600029,-0.007047383334085056,-0.007596413233311727,-0.006999909020481643,-0.007908003220639337,-0.0064613723347838325,-0.011827900803645153,-0.0010491315668949008
2005-01-07,0.0028791524389950585,-0.0016824192744475663,-0.000869884595310344,0.0010064172498724933,0.0061269477642582615,0.0013591038953764123,-0.0005970899720311174,-0.0009809966114245894,0.0013445066471946543,0.0004475839938735682,0.0005045681355460019,0.0037644692781992894,-0.0038360310125916675,-0.00498064422763822,0.007334039998645681,0.00953250177466769,-0.004246124333848855,0.001070958487609186,-0.009656282969626284,-0.009411545771438323,-0.003873900090516913,0.0020855101462395886,-0.0009972896992653801
2005-01-10,0.000320849725002903,0.004636306100139098,0.0,0.0010054053925423467,-0.0029931317058501383,0.0,-0.00022394664547875642,0.00014051018086491673,0.0011748637042352517,0.0005375136174472495,0.0,0.0003760284022056304,-0.000268062878493347,0.0004757114461628742,-0.010861499719477918,-0.005002511300853829,0.0015183011725088402,0.008247180926119979,0.005291999110368373,0.003663315874890438,0.00381149290600713,0.00357450419188976,0.0010196611157591295
2005-01-11,-0.0057399317814611495,-0.0065029956271049905,0.0069748094261503635,-0.014730738783457209,-0.004036935672278474,0.005371186562434183,0.0,0.0016826630285227129,0.0,-0.000716082214332614,0.0012977792949049327,0.005658636868042688,0.0027762354247640175,0.006419050907207513,0.005425037508690833,0.021662022641306455,0.005481989787845087,0.005513031092404752,0.003414301769246064,0.0041846116517474385,0.0012300320773070972,0.00579852796890612,-0.0011839580289934037
2005-01-12,0.005773068802557457,0.0029557300625357996,-0.006926498419682625,-0.005436061135781989,-0.007899741024235296,0.0009092794561016415,0.00022399680881268758,0.0005600527047875392,-0.0005867425096394152,-0.0005369565927425546,0.0016555953637888976,0.004151455242563884,0.0017862789842995053,0.00991247590717692,0.012792032309598023,0.0013373167365517968,0.007547114769729024,0.016452400740824435,0.011539295302573027,0.010248364930157239,0.008696001284727695,0.014376153359576316,0.0005498975983673215
2005-01-13,-0.011479863562922632,-0.008000244735180573,-0.008719317932644244,0.00478285498718467,0.003352405248558288,0.0052547207358597525,0.0005230534664943942,0.0032182593942793325,0.003690261007880835,0.002597991670740596,-0.00028739468795047074,-0.00037690883254259955,0.0037447409090243244,-0.003502655671516197,0.043654093959042406,-0.00913489847006077,-0.0037136709416297764,-0.004568549826776347,-0.00769485794460667,-0.006269779917057794,-0.006341991514292489,-0.0002123284494350841,0.00010454247377800208
2005-01-14,0.0080633639967167,0.004881846055507788,0.00703615994170681,0.0013605425752041267,0.004072601922007424,0.00600699679854122,-0.00097043916588202,-0.0015344250568920526,0.0005013672342104591,-0.0007151224606469775,-0.000790902135480942,0.0026416985559651884,0.0005330538949059882,-0.004914375932565163,-0.0015728742524544481,0.0040601284102754764,-0.007571273212835128,-0.012042161755651981,-0.008860208067219322,-0.008172054102144166,-0.006533879478924032,-0.0019515685229420932,0.0007886553498490656
2005-01-18,0.00864021676206872,0.01013660234109004,-0.0026197205846724136,0.009167266445080147,0.0006235965695426948,8.448973121799597e-05,-0.00014962042449229163,0.0006984210740854646,0.00116927064583483,-0.003754959534374658,0.0010792330105751091,-0.005261068003344804,0.0022196723161713727,0.0011764405386684995,0.013729827733586886,0.0023607598075685576,-0.004975055368297454,-0.005064363778827463,-0.0029583870318914407,-0.00544959128065392,-0.0006813928152974436,-0.0003718639473770935,0.0012770089684550623
